pair_ID	entailment_judgment	relatedness_score
1685	NEUTRAL	3.779872
1686	NEUTRAL	3.9372823
1688	NEUTRAL	3.9823675
1689	NEUTRAL	3.9838314
1692	ENTAILMENT	1.85001
1693	NEUTRAL	3.9157987
1695	NEUTRAL	3.824609
1696	ENTAILMENT	2.522488
1698	ENTAILMENT	3.2263432
1699	NEUTRAL	3.9693587
1701	ENTAILMENT	1.0907687
1704	NEUTRAL	3.9858174
1709	NEUTRAL	2.3902366
1710	NEUTRAL	2.2785246
1713	CONTRADICTION	3.4601264
1717	ENTAILMENT	3.1653512
1718	CONTRADICTION	2.7944632
1720	CONTRADICTION	3.4782376
1722	ENTAILMENT	3.9195032
1725	ENTAILMENT	3.9803543
1726	CONTRADICTION	2.816002
1727	ENTAILMENT	4.0398107
1728	ENTAILMENT	3.7316115
1730	ENTAILMENT	3.0972166
1731	ENTAILMENT	2.7807922
1732	CONTRADICTION	1.7274319
1734	ENTAILMENT	3.819181
1735	ENTAILMENT	3.7503843
1737	CONTRADICTION	3.7413688
1738	ENTAILMENT	0.84535867
1739	CONTRADICTION	0.8456049
1740	ENTAILMENT	0.8861156
1742	NEUTRAL	0.9408495
1743	ENTAILMENT	4.066647
1744	CONTRADICTION	3.4613018
1745	ENTAILMENT	2.9370878
1746	ENTAILMENT	3.9062119
1748	ENTAILMENT	3.8441849
1749	ENTAILMENT	3.842184
1750	ENTAILMENT	3.8631973
1752	ENTAILMENT	3.2345567
1758	CONTRADICTION	3.3239927
1760	CONTRADICTION	3.6186848
1761	NEUTRAL	3.449357
1762	NEUTRAL	2.7012231
1763	CONTRADICTION	2.1614265
1764	NEUTRAL	4.0126443
1767	NEUTRAL	3.6585093
1768	ENTAILMENT	3.8873348
1769	CONTRADICTION	3.851338
1770	ENTAILMENT	3.9217505
1774	NEUTRAL	3.4265227
1775	CONTRADICTION	3.8117537
1778	ENTAILMENT	3.600659
1779	ENTAILMENT	4.0133758
1785	ENTAILMENT	3.6998172
1786	ENTAILMENT	3.8290062
1788	ENTAILMENT	3.824832
1790	NEUTRAL	3.42719
1793	CONTRADICTION	3.432229
1794	CONTRADICTION	1.7860074
1795	NEUTRAL	3.4856226
1796	CONTRADICTION	1.942333
1797	CONTRADICTION	1.6682217
1799	CONTRADICTION	2.600361
1800	ENTAILMENT	3.3518152
1801	ENTAILMENT	3.6297631
1802	ENTAILMENT	3.9418595
1803	CONTRADICTION	3.861159
1804	ENTAILMENT	3.834015
1805	CONTRADICTION	3.3332314
1806	CONTRADICTION	2.876811
1810	NEUTRAL	2.9775772
1813	ENTAILMENT	4.0151124
1816	NEUTRAL	3.8138556
1817	CONTRADICTION	3.9484806
1819	ENTAILMENT	3.595798
1821	NEUTRAL	3.84265
1824	ENTAILMENT	2.8744147
1826	NEUTRAL	3.9143853
1827	NEUTRAL	3.9865437
1828	NEUTRAL	3.2297468
1831	ENTAILMENT	2.9100642
1833	CONTRADICTION	3.8268728
1834	ENTAILMENT	3.9014645
1835	NEUTRAL	3.5110085
1836	ENTAILMENT	3.742543
1837	ENTAILMENT	2.9953187
1838	ENTAILMENT	3.972199
1843	CONTRADICTION	3.7170427
1845	NEUTRAL	1.6463386
1848	NEUTRAL	1.6910075
1850	NEUTRAL	3.0718143
1855	NEUTRAL	3.8266575
1856	NEUTRAL	2.9585927
1857	CONTRADICTION	3.7339227
1858	NEUTRAL	3.8411555
1859	ENTAILMENT	3.62674
1860	ENTAILMENT	3.9517875
1862	ENTAILMENT	3.838653
1863	CONTRADICTION	3.256087
1864	ENTAILMENT	3.5142515
1865	ENTAILMENT	3.3238635
1867	NEUTRAL	3.695258
1868	ENTAILMENT	3.1229663
1870	ENTAILMENT	1.3119544
1871	ENTAILMENT	3.2822394
1872	ENTAILMENT	3.8114982
1875	ENTAILMENT	3.9596653
1880	ENTAILMENT	3.653189
1883	ENTAILMENT	2.6696136
1885	NEUTRAL	3.8643289
1889	NEUTRAL	3.656548
1890	NEUTRAL	2.605859
1891	NEUTRAL	3.6510842
1893	NEUTRAL	3.383543
1895	CONTRADICTION	3.4661393
1896	NEUTRAL	3.1794443
1899	ENTAILMENT	3.4518726
1901	CONTRADICTION	3.608348
1902	NEUTRAL	3.6649835
1903	NEUTRAL	1.4434842
1905	NEUTRAL	1.911459
1906	ENTAILMENT	1.3825027
1911	NEUTRAL	3.0234246
1913	CONTRADICTION	3.7304177
1914	ENTAILMENT	3.03798
1915	ENTAILMENT	1.3992461
1916	CONTRADICTION	1.185439
1917	ENTAILMENT	1.0735093
1920	NEUTRAL	2.7580743
1922	ENTAILMENT	3.9179072
1923	ENTAILMENT	3.88586
1924	ENTAILMENT	3.338483
1925	NEUTRAL	3.5327837
1926	NEUTRAL	3.8091311
1928	ENTAILMENT	1.1490879
1929	CONTRADICTION	1.0447567
1930	NEUTRAL	1.3870009
1931	ENTAILMENT	1.1000291
1932	ENTAILMENT	1.1979333
1933	NEUTRAL	0.85512614
1937	NEUTRAL	3.892826
1938	ENTAILMENT	3.7533624
1941	NEUTRAL	0.98260456
1945	CONTRADICTION	3.7464705
1947	NEUTRAL	3.5798833
1950	NEUTRAL	3.9715252
1951	CONTRADICTION	3.6283839
1953	ENTAILMENT	3.6918197
1956	NEUTRAL	3.7624025
1957	NEUTRAL	3.4594307
1958	ENTAILMENT	1.2723379
1959	NEUTRAL	1.126513
1960	ENTAILMENT	1.0890659
1962	ENTAILMENT	1.1919035
1965	CONTRADICTION	3.6443896
1966	NEUTRAL	3.4187818
1968	CONTRADICTION	3.6889515
1971	CONTRADICTION	3.6160984
1973	ENTAILMENT	3.427145
1976	NEUTRAL	3.4033296
1977	ENTAILMENT	3.9603686
1979	NEUTRAL	1.834494
1980	NEUTRAL	3.6382148
1982	ENTAILMENT	1.197635
1983	ENTAILMENT	1.2435412
1985	CONTRADICTION	1.4175752
1986	NEUTRAL	1.607108
1990	NEUTRAL	2.8479066
1995	CONTRADICTION	3.5284204
1997	NEUTRAL	3.758902
1998	NEUTRAL	3.7690763
2002	ENTAILMENT	3.4624581
2003	ENTAILMENT	2.826081
2010	ENTAILMENT	2.7965095
2013	ENTAILMENT	2.2931695
2017	NEUTRAL	3.700854
2021	NEUTRAL	1.0202373
2022	NEUTRAL	1.8040259
2026	NEUTRAL	1.1473886
2028	ENTAILMENT	3.745687
2031	CONTRADICTION	3.6708717
2032	CONTRADICTION	3.558679
2033	ENTAILMENT	3.1862617
2034	CONTRADICTION	2.212156
2036	ENTAILMENT	3.3151646
2039	ENTAILMENT	3.0696292
2042	ENTAILMENT	3.4440084
2043	ENTAILMENT	4.002496
2044	CONTRADICTION	3.8396509
2046	ENTAILMENT	2.1570249
2048	ENTAILMENT	3.2481012
2050	CONTRADICTION	2.0369337
2053	ENTAILMENT	3.847003
2054	ENTAILMENT	3.9593813
2057	CONTRADICTION	3.2407756
2060	NEUTRAL	3.3884525
2062	NEUTRAL	3.2653255
2063	ENTAILMENT	3.6301365
2065	NEUTRAL	3.9360814
2069	NEUTRAL	3.9051073
2071	NEUTRAL	3.813057
2074	NEUTRAL	3.2062945
2077	ENTAILMENT	2.9326982
2083	NEUTRAL	2.8365953
2085	ENTAILMENT	3.9185596
2093	NEUTRAL	3.9285688
2095	CONTRADICTION	1.6669174
2099	NEUTRAL	3.218729
2101	ENTAILMENT	3.9249375
2106	ENTAILMENT	2.9163995
2108	ENTAILMENT	1.6715631
2110	NEUTRAL	1.2648561
2111	CONTRADICTION	1.3469223
2114	NEUTRAL	3.8731875
2116	CONTRADICTION	3.9328308
2120	ENTAILMENT	2.8596334
2126	ENTAILMENT	3.9106011
2127	NEUTRAL	3.7502637
2128	CONTRADICTION	3.7637873
2129	NEUTRAL	4.0100718
2131	NEUTRAL	4.0209794
2133	NEUTRAL	4.0426826
2134	CONTRADICTION	3.8866067
2135	NEUTRAL	3.6900713
2137	CONTRADICTION	3.92935
2138	NEUTRAL	3.7114997
2140	NEUTRAL	3.9186015
2142	ENTAILMENT	3.8363552
2143	CONTRADICTION	3.8482847
2147	ENTAILMENT	3.837982
2149	NEUTRAL	3.9606855
2151	NEUTRAL	3.3580813
2152	NEUTRAL	3.9885411
2154	NEUTRAL	3.7929063
2155	NEUTRAL	3.528739
2156	NEUTRAL	3.5929337
2158	NEUTRAL	2.9410753
2159	NEUTRAL	3.0159621
2160	NEUTRAL	3.746542
2161	NEUTRAL	1.8414084
2168	ENTAILMENT	3.7744913
2169	NEUTRAL	3.8735228
2173	NEUTRAL	2.5590649
2174	NEUTRAL	4.0002112
2177	CONTRADICTION	3.5185256
2178	NEUTRAL	3.694132
2182	NEUTRAL	3.6842813
2185	CONTRADICTION	2.548781
2186	ENTAILMENT	3.767704
2187	CONTRADICTION	3.6808314
2189	NEUTRAL	2.2014112
2190	NEUTRAL	2.4718018
2191	NEUTRAL	3.7698607
2193	NEUTRAL	3.7467136
2194	NEUTRAL	3.1177042
2197	CONTRADICTION	3.2029884
2200	NEUTRAL	3.8319354
2201	NEUTRAL	3.2809296
2204	NEUTRAL	2.4541905
2206	NEUTRAL	3.805735
2209	NEUTRAL	3.2973652
2211	NEUTRAL	3.1116335
2214	NEUTRAL	3.2233186
2216	ENTAILMENT	3.2250154
2219	CONTRADICTION	3.9392319
2220	ENTAILMENT	1.7993004
2223	ENTAILMENT	2.7981968
2224	ENTAILMENT	2.7203283
2225	ENTAILMENT	2.6758337
2227	CONTRADICTION	3.4538207
2230	NEUTRAL	3.4301867
2237	ENTAILMENT	4.027329
2241	NEUTRAL	3.9819489
2244	NEUTRAL	3.7348814
2245	NEUTRAL	3.9328213
2246	NEUTRAL	3.9324038
2248	ENTAILMENT	3.7265284
2249	CONTRADICTION	3.7528908
2254	ENTAILMENT	3.9238803
2255	NEUTRAL	3.885779
2256	NEUTRAL	2.9227135
2257	ENTAILMENT	3.5186665
2258	ENTAILMENT	3.49259
2262	ENTAILMENT	3.7579355
2265	CONTRADICTION	3.951478
2267	CONTRADICTION	3.8036885
2268	ENTAILMENT	3.8114974
2269	CONTRADICTION	3.890963
2270	ENTAILMENT	3.8053393
2271	CONTRADICTION	3.7758117
2273	NEUTRAL	2.8449507
2276	ENTAILMENT	3.9348843
2278	ENTAILMENT	3.5970917
2279	NEUTRAL	3.2090688
2280	ENTAILMENT	3.7582924
2283	CONTRADICTION	3.6509097
2285	CONTRADICTION	3.5291877
2290	NEUTRAL	3.995019
2292	CONTRADICTION	3.5967574
2293	NEUTRAL	3.827361
2294	NEUTRAL	3.844913
2295	NEUTRAL	3.8903987
2296	NEUTRAL	2.673625
2298	CONTRADICTION	3.358509
2300	NEUTRAL	3.8546133
2301	NEUTRAL	3.9330418
2306	NEUTRAL	3.4183793
2312	NEUTRAL	3.241741
2313	CONTRADICTION	3.7965746
2320	NEUTRAL	2.8428411
2321	NEUTRAL	3.8370037
2323	NEUTRAL	3.8442395
2324	NEUTRAL	3.8631382
2325	ENTAILMENT	3.819059
2326	CONTRADICTION	3.391415
2328	ENTAILMENT	3.7218375
2331	NEUTRAL	3.5485668
2335	NEUTRAL	3.2249188
2336	CONTRADICTION	2.985898
2337	NEUTRAL	3.871963
2342	NEUTRAL	2.6199424
2343	NEUTRAL	2.2633085
2345	NEUTRAL	2.7703996
2346	NEUTRAL	3.0902567
2347	NEUTRAL	3.2800832
2349	NEUTRAL	3.9038105
2353	NEUTRAL	2.5578475
2354	NEUTRAL	2.7683914
2355	NEUTRAL	3.6125522
2356	NEUTRAL	2.6777236
2357	NEUTRAL	3.7309518
2361	CONTRADICTION	3.6787162
2367	ENTAILMENT	3.8348413
2370	NEUTRAL	3.883366
2371	CONTRADICTION	3.2194018
2372	ENTAILMENT	3.3629742
2373	CONTRADICTION	2.5417016
2376	NEUTRAL	3.4455214
2378	ENTAILMENT	3.5242696
2379	ENTAILMENT	3.841127
2380	CONTRADICTION	3.885663
2382	CONTRADICTION	3.835548
2384	NEUTRAL	2.8756092
2387	ENTAILMENT	3.576933
2389	ENTAILMENT	3.934482
2390	CONTRADICTION	3.6677883
2393	ENTAILMENT	3.7034693
2394	ENTAILMENT	3.5557275
2395	ENTAILMENT	3.3403492
2396	ENTAILMENT	3.8913307
2398	CONTRADICTION	3.8692298
2399	NEUTRAL	3.8830616
2403	CONTRADICTION	3.5255475
2406	NEUTRAL	3.224862
2408	NEUTRAL	3.5172014
2411	NEUTRAL	1.4647429
2412	NEUTRAL	1.8286383
2416	CONTRADICTION	3.7830853
2417	ENTAILMENT	3.8881721
2418	ENTAILMENT	3.744238
2419	CONTRADICTION	3.8261783
2420	ENTAILMENT	3.424161
2421	CONTRADICTION	3.152952
2424	ENTAILMENT	3.5651293
2425	ENTAILMENT	3.570581
2427	NEUTRAL	3.0774555
2428	NEUTRAL	3.708894
2432	NEUTRAL	3.8142698
2433	NEUTRAL	3.1362724
2434	ENTAILMENT	3.0926166
2435	NEUTRAL	3.7615547
2437	NEUTRAL	3.732046
2439	CONTRADICTION	3.522204
2442	NEUTRAL	3.226897
2443	NEUTRAL	2.4380503
2444	NEUTRAL	3.6577482
2446	ENTAILMENT	3.9968295
2448	ENTAILMENT	4.0764303
2449	NEUTRAL	3.1202388
2451	NEUTRAL	3.60323
2452	NEUTRAL	2.9085126
2453	ENTAILMENT	3.2893126
2454	NEUTRAL	2.0685582
2460	NEUTRAL	3.5262666
2461	NEUTRAL	3.9229722
2462	NEUTRAL	3.7845712
2463	ENTAILMENT	3.7859135
2464	CONTRADICTION	3.738707
2468	ENTAILMENT	2.4336526
2469	ENTAILMENT	3.3717473
2470	ENTAILMENT	3.451262
2471	ENTAILMENT	3.2190306
2473	ENTAILMENT	2.3544445
2475	ENTAILMENT	3.772621
2477	NEUTRAL	3.7878175
2478	NEUTRAL	2.0066392
2479	ENTAILMENT	3.9135733
2480	CONTRADICTION	3.7862053
2481	NEUTRAL	3.6723049
2482	NEUTRAL	3.04728
2483	NEUTRAL	2.616179
2484	NEUTRAL	3.3451085
2487	NEUTRAL	2.3183277
2489	ENTAILMENT	3.3627603
2490	NEUTRAL	3.5871117
2492	ENTAILMENT	2.3413908
2493	NEUTRAL	1.7146915
2498	NEUTRAL	3.7973876
2501	CONTRADICTION	3.9310822
2502	NEUTRAL	3.3436685
2503	NEUTRAL	1.6060336
2504	NEUTRAL	1.5226407
2507	CONTRADICTION	3.8962975
2511	NEUTRAL	3.6091328
2512	NEUTRAL	3.3546329
2513	NEUTRAL	3.7298598
2516	NEUTRAL	3.791374
2517	NEUTRAL	4.003904
2519	NEUTRAL	3.87712
2520	CONTRADICTION	3.7176466
2522	NEUTRAL	2.8882742
2523	CONTRADICTION	2.2864866
2524	NEUTRAL	2.785596
2526	NEUTRAL	2.722335
2528	ENTAILMENT	3.7816186
2531	ENTAILMENT	3.4192176
2532	ENTAILMENT	3.9108336
2533	ENTAILMENT	3.3735595
2534	ENTAILMENT	3.7260323
2536	ENTAILMENT	3.91047
2537	NEUTRAL	3.375351
2541	ENTAILMENT	3.9017816
2542	CONTRADICTION	3.1710596
2546	NEUTRAL	2.9279761
2547	CONTRADICTION	3.6163745
2548	NEUTRAL	3.082423
2550	NEUTRAL	3.339746
2552	NEUTRAL	3.8425848
2556	NEUTRAL	3.4773574
2558	ENTAILMENT	3.753473
2559	ENTAILMENT	3.7187393
2560	NEUTRAL	2.0198781
2562	NEUTRAL	3.5527277
2563	NEUTRAL	3.6312187
2564	ENTAILMENT	3.3198276
2565	CONTRADICTION	3.7698174
2567	NEUTRAL	3.760724
2568	NEUTRAL	1.794554
2570	NEUTRAL	1.9330523
2571	NEUTRAL	1.5854285
2573	NEUTRAL	3.8359604
2575	ENTAILMENT	3.8498878
2576	CONTRADICTION	3.7283447
2580	CONTRADICTION	3.5194526
2581	NEUTRAL	2.9468293
2584	NEUTRAL	3.775986
2585	CONTRADICTION	3.6488442
2586	ENTAILMENT	3.8894348
2587	CONTRADICTION	3.115583
2595	NEUTRAL	3.994299
2598	NEUTRAL	3.6951137
2600	NEUTRAL	3.1854808
2603	CONTRADICTION	3.3334064
2605	CONTRADICTION	3.7534552
2607	ENTAILMENT	3.5359225
2609	ENTAILMENT	3.8484683
2610	ENTAILMENT	3.8161888
2611	CONTRADICTION	3.4750035
2612	ENTAILMENT	3.822691
2613	NEUTRAL	3.7405276
2614	CONTRADICTION	3.6611757
2616	NEUTRAL	2.8564878
2617	NEUTRAL	3.2134416
2618	NEUTRAL	2.876572
2620	CONTRADICTION	2.4644928
2621	NEUTRAL	3.1044726
2624	NEUTRAL	3.9217033
2629	NEUTRAL	3.8697052
2631	NEUTRAL	3.812549
2633	NEUTRAL	4.048053
2635	NEUTRAL	3.9430811
2639	NEUTRAL	1.328907
2641	NEUTRAL	4.093166
2642	NEUTRAL	2.7660017
2644	NEUTRAL	3.9270968
2645	CONTRADICTION	3.444985
2646	ENTAILMENT	4.0187874
2647	NEUTRAL	3.9269483
2648	NEUTRAL	3.5996137
2649	NEUTRAL	2.8755217
2652	NEUTRAL	2.9308534
2653	ENTAILMENT	3.7482293
2658	ENTAILMENT	3.280615
2659	CONTRADICTION	3.6776838
2661	ENTAILMENT	3.147275
2663	ENTAILMENT	2.7835383
2665	NEUTRAL	4.003091
2667	ENTAILMENT	4.02143
2669	NEUTRAL	3.7412398
2671	NEUTRAL	3.4841816
2674	NEUTRAL	3.7581272
2676	NEUTRAL	3.0503392
2677	NEUTRAL	3.884077
2681	NEUTRAL	2.503789
2683	NEUTRAL	3.4614334
2685	NEUTRAL	3.8519194
2686	ENTAILMENT	3.8417163
2690	ENTAILMENT	3.4439855
2693	NEUTRAL	3.5362866
2694	NEUTRAL	3.7049987
2695	NEUTRAL	3.807056
2697	NEUTRAL	3.6177619
2698	CONTRADICTION	2.9424443
2699	NEUTRAL	3.9038892
2700	NEUTRAL	2.1657119
2706	ENTAILMENT	3.7989492
2717	CONTRADICTION	3.735772
2719	NEUTRAL	3.814948
2723	NEUTRAL	3.7550309
2725	NEUTRAL	3.8101535
2727	NEUTRAL	1.5250988
2729	NEUTRAL	1.6420463
2732	NEUTRAL	1.6159867
2733	NEUTRAL	3.6959085
2736	CONTRADICTION	3.593404
2737	NEUTRAL	3.7973585
2740	NEUTRAL	3.4289982
2742	NEUTRAL	3.9994392
2743	CONTRADICTION	3.4897187
2745	NEUTRAL	3.8613086
2746	ENTAILMENT	3.9632707
2747	NEUTRAL	3.5795271
2749	CONTRADICTION	2.6496277
2750	NEUTRAL	4.015391
2753	NEUTRAL	3.8200026
2759	ENTAILMENT	3.7691753
2760	NEUTRAL	3.835166
2762	NEUTRAL	3.4887893
2767	NEUTRAL	1.9912689
2769	NEUTRAL	3.9179525
2771	NEUTRAL	3.9265976
2773	NEUTRAL	3.9353023
2780	NEUTRAL	3.9395118
2781	ENTAILMENT	3.235566
2782	ENTAILMENT	3.3306367
2785	CONTRADICTION	3.8090107
2786	ENTAILMENT	3.7710183
2790	CONTRADICTION	3.8867774
2793	ENTAILMENT	3.541644
2794	CONTRADICTION	3.4459305
2796	NEUTRAL	3.9593165
2798	NEUTRAL	3.2929292
2801	NEUTRAL	3.9131408
2804	NEUTRAL	3.4844246
2805	NEUTRAL	1.7107207
2806	NEUTRAL	3.8120728
2808	ENTAILMENT	3.6442533
2810	ENTAILMENT	3.0213122
2814	NEUTRAL	2.486599
2816	NEUTRAL	3.9205406
2819	NEUTRAL	3.9986632
2820	NEUTRAL	3.536398
2823	NEUTRAL	3.9483547
2824	NEUTRAL	3.9852366
2825	NEUTRAL	3.9672325
2826	NEUTRAL	3.9986625
2830	NEUTRAL	3.8294504
2831	NEUTRAL	2.935586
2832	NEUTRAL	3.9330149
2833	NEUTRAL	2.8873787
2834	CONTRADICTION	3.5919783
2835	NEUTRAL	3.2245991
2836	NEUTRAL	3.5898118
2840	NEUTRAL	3.448395
2841	NEUTRAL	1.4792722
2843	CONTRADICTION	2.8826141
2846	CONTRADICTION	3.6720295
2847	NEUTRAL	3.807424
2848	CONTRADICTION	3.0917768
2849	NEUTRAL	1.9023353
2852	CONTRADICTION	2.8558052
2855	CONTRADICTION	3.428781
2858	ENTAILMENT	3.343215
2859	ENTAILMENT	3.763363
2866	ENTAILMENT	2.6680093
2869	ENTAILMENT	3.5220816
2871	NEUTRAL	3.854659
2872	ENTAILMENT	3.6190202
2873	CONTRADICTION	3.5185204
2876	NEUTRAL	3.6088665
2877	CONTRADICTION	3.6226263
2878	ENTAILMENT	3.590871
2880	ENTAILMENT	3.759486
2882	NEUTRAL	1.7589433
2884	CONTRADICTION	3.7580462
2885	ENTAILMENT	3.9755423
2887	NEUTRAL	3.7752786
2888	NEUTRAL	3.0973003
2889	NEUTRAL	3.7557504
2892	NEUTRAL	3.8669858
2893	CONTRADICTION	3.1443071
2895	CONTRADICTION	3.3344133
2897	NEUTRAL	3.4979892
2901	NEUTRAL	3.6112356
2902	NEUTRAL	3.900162
2904	NEUTRAL	3.988129
2906	ENTAILMENT	3.756977
2912	NEUTRAL	1.5620289
2914	NEUTRAL	2.3759189
2921	ENTAILMENT	3.0504005
2922	ENTAILMENT	2.7591207
2923	ENTAILMENT	3.314825
2925	ENTAILMENT	2.789136
2928	NEUTRAL	3.3376713
2929	CONTRADICTION	3.7242036
2931	CONTRADICTION	1.8362963
2934	NEUTRAL	3.2745504
2940	ENTAILMENT	3.9225364
2942	ENTAILMENT	3.8611345
2944	ENTAILMENT	3.8695703
2946	NEUTRAL	3.5927927
2947	NEUTRAL	3.2785487
2948	NEUTRAL	3.8076818
2949	CONTRADICTION	3.319639
2950	NEUTRAL	3.2694335
2953	NEUTRAL	3.4875038
2954	NEUTRAL	3.274813
2962	CONTRADICTION	3.5234191
2963	ENTAILMENT	3.9399166
2973	NEUTRAL	3.6058183
2975	ENTAILMENT	3.9755082
2978	NEUTRAL	3.8103952
2979	CONTRADICTION	3.13179
2982	ENTAILMENT	3.8810287
2985	NEUTRAL	3.866829
2986	ENTAILMENT	3.7565677
2987	CONTRADICTION	3.7674208
2990	NEUTRAL	3.2043004
2991	NEUTRAL	1.493811
2993	CONTRADICTION	2.7843454
2999	NEUTRAL	3.969764
3000	CONTRADICTION	3.1348474
3001	NEUTRAL	3.3876643
3003	NEUTRAL	3.6931179
3004	NEUTRAL	3.837462
3006	NEUTRAL	4.011841
3008	NEUTRAL	3.901877
3009	NEUTRAL	3.899812
3011	NEUTRAL	3.4434404
3012	NEUTRAL	3.9328513
3013	CONTRADICTION	3.4048433
3017	NEUTRAL	3.957401
3020	NEUTRAL	4.0147543
3021	NEUTRAL	3.9273627
3023	NEUTRAL	3.8104706
3025	NEUTRAL	3.9179192
3026	NEUTRAL	3.5528946
3028	NEUTRAL	2.255886
3029	CONTRADICTION	1.9140781
3030	NEUTRAL	1.9964586
3032	NEUTRAL	1.4307016
3034	NEUTRAL	3.8844311
3035	NEUTRAL	3.9899225
3037	NEUTRAL	3.868902
3040	CONTRADICTION	3.8260102
3044	NEUTRAL	4.0200787
3045	NEUTRAL	4.015883
3048	NEUTRAL	3.0954242
3051	NEUTRAL	3.9633718
3052	NEUTRAL	3.9810586
3053	NEUTRAL	3.7088394
3055	NEUTRAL	3.8150942
3056	NEUTRAL	3.7814736
3057	NEUTRAL	3.921187
3058	NEUTRAL	3.8940206
3060	NEUTRAL	2.751928
3063	ENTAILMENT	3.6014872
3064	ENTAILMENT	3.785085
3066	ENTAILMENT	3.6320815
3067	ENTAILMENT	3.534223
3070	ENTAILMENT	3.660029
3074	ENTAILMENT	4.0212793
3075	ENTAILMENT	3.6769187
3076	ENTAILMENT	3.1214347
3077	ENTAILMENT	3.2358441
3078	CONTRADICTION	3.7801456
3080	NEUTRAL	3.0312877
3082	NEUTRAL	3.8725967
3083	NEUTRAL	3.6936355
3084	NEUTRAL	3.31113
3086	NEUTRAL	3.8851948
3087	NEUTRAL	3.2055445
3088	NEUTRAL	3.8471384
3089	NEUTRAL	3.7592473
3090	CONTRADICTION	1.2642543
3093	NEUTRAL	3.7734776
3095	NEUTRAL	3.7995455
3096	CONTRADICTION	2.3338757
3099	CONTRADICTION	3.8176603
3101	NEUTRAL	3.9953275
3103	NEUTRAL	3.9837904
3104	NEUTRAL	1.6345624
3106	NEUTRAL	3.7864783
3108	NEUTRAL	3.9831624
3109	ENTAILMENT	3.9055681
3112	ENTAILMENT	2.2043762
3113	ENTAILMENT	3.5566964
3115	ENTAILMENT	3.3349
3116	CONTRADICTION	3.535788
3117	ENTAILMENT	3.044686
3118	NEUTRAL	3.5748038
3119	NEUTRAL	3.5829294
3120	NEUTRAL	3.4449663
3124	NEUTRAL	3.7665863
3125	NEUTRAL	3.618862
3127	NEUTRAL	3.892062
3128	NEUTRAL	3.5374568
3131	NEUTRAL	3.563201
3133	NEUTRAL	3.7753944
3135	NEUTRAL	3.7806396
3136	NEUTRAL	3.1627254
3137	NEUTRAL	3.297793
3138	NEUTRAL	3.2401726
3139	ENTAILMENT	3.8975341
3141	NEUTRAL	2.6195483
3142	CONTRADICTION	1.7244298
3144	CONTRADICTION	2.7006567
3145	NEUTRAL	1.6680845
3146	NEUTRAL	1.6348532
3147	NEUTRAL	3.8480434
3148	NEUTRAL	3.605408
3149	NEUTRAL	3.3473735
3151	NEUTRAL	3.6063576
3152	NEUTRAL	3.9635906
3154	NEUTRAL	4.008726
3155	NEUTRAL	2.9664414
3159	CONTRADICTION	3.9268389
3160	NEUTRAL	3.6665974
3163	NEUTRAL	3.050376
3167	ENTAILMENT	3.216722
3168	NEUTRAL	1.8792773
3169	NEUTRAL	3.8035874
3171	ENTAILMENT	3.81223
3172	CONTRADICTION	3.6544015
3173	NEUTRAL	2.5761864
3175	NEUTRAL	3.6012118
3176	NEUTRAL	3.9129565
3177	NEUTRAL	3.618983
3178	NEUTRAL	3.519818
3179	CONTRADICTION	3.9800432
3180	NEUTRAL	3.3515315
3183	NEUTRAL	3.6405892
3184	NEUTRAL	3.9543405
3185	NEUTRAL	3.8577085
3189	NEUTRAL	3.3453984
3190	NEUTRAL	1.622953
3191	NEUTRAL	3.157394
3193	NEUTRAL	3.1530252
3194	NEUTRAL	3.9484873
3195	CONTRADICTION	3.9028676
3196	NEUTRAL	3.9999206
3197	CONTRADICTION	3.9759476
3198	NEUTRAL	3.9696786
3199	CONTRADICTION	3.9771228
3204	NEUTRAL	3.7025418
3205	NEUTRAL	3.9366856
3206	CONTRADICTION	3.5819926
3207	NEUTRAL	2.6478221
3209	NEUTRAL	1.7715698
3210	NEUTRAL	1.7329884
3211	NEUTRAL	2.824136
3212	NEUTRAL	3.9096124
3215	NEUTRAL	3.7407174
3216	NEUTRAL	3.6028705
3219	NEUTRAL	3.9279966
3220	NEUTRAL	3.0752354
3225	NEUTRAL	3.477612
3226	NEUTRAL	3.7594318
3229	NEUTRAL	2.4030943
3231	CONTRADICTION	3.460546
3233	NEUTRAL	3.8266919
3234	NEUTRAL	3.5878735
3235	ENTAILMENT	3.6457644
3236	ENTAILMENT	3.3275077
3237	CONTRADICTION	3.748182
3239	ENTAILMENT	3.9555798
3240	CONTRADICTION	3.6246352
3241	ENTAILMENT	3.8591323
3244	ENTAILMENT	3.145523
3245	ENTAILMENT	3.9183702
3246	ENTAILMENT	3.7351122
3247	ENTAILMENT	3.9213176
3249	NEUTRAL	3.6784096
3251	NEUTRAL	3.9768448
3259	ENTAILMENT	3.8174386
3263	ENTAILMENT	3.8801007
3266	NEUTRAL	2.2788072
3267	CONTRADICTION	2.8314276
3268	NEUTRAL	3.85541
3269	NEUTRAL	4.0478277
3270	NEUTRAL	2.4570136
3276	NEUTRAL	3.774215
3279	NEUTRAL	3.6497676
3282	NEUTRAL	3.1696618
3284	NEUTRAL	2.9199924
3289	NEUTRAL	3.6952636
3290	NEUTRAL	2.8834658
3293	CONTRADICTION	1.5480838
3295	NEUTRAL	4.043485
